"","CO_ENTIDADE","NO_ENTIDADE","TP_SITUACAO_FUNCIONAMENTO","DT_ANO_LETIVO_TERMINO","CO_REGIAO","TP_LOCALIZACAO","IN_CONVENIADA_PP","IN_LOCAL_FUNC_SALAS_EMPRESA","IN_AGUA_CACIMBA","IN_AGUA_FONTE_RIO","IN_ENERGIA_INEXISTENTE","IN_LIXO_COLETA_PERIODICA","IN_SALA_DIRETORIA","IN_LABORATORIO_CIENCIAS","IN_SALA_ATENDIMENTO_ESPECIAL","IN_QUADRA_ESPORTES_COBERTA","IN_QUADRA_ESPORTES_DESCOBERTA","IN_QUADRA_ESPORTES","IN_COZINHA","IN_BIBLIOTECA","IN_SALA_LEITURA","IN_BIBLIOTECA_SALA_LEITURA","IN_PARQUE_INFANTIL","IN_BERCARIO","IN_BANHEIRO_FORA_PREDIO","IN_BANHEIRO_DENTRO_PREDIO","IN_BANHEIRO_EI","IN_SECRETARIA","IN_BANHEIRO_CHUVEIRO","IN_REFEITORIO","IN_AUDITORIO","IN_ALOJAM_ALUNO","IN_ALOJAM_PROFESSOR","IN_AREA_VERDE","QT_SALAS_EXISTENTES","IN_INTERNET","IN_BANDA_LARGA","QT_FUNCIONARIOS","IN_ALIMENTACAO","TP_AEE","IN_FUNDAMENTAL_CICLOS","TP_LOCALIZACAO_DIFERENCIADA","IN_MATERIAL_ESP_QUILOMBOLA","IN_MATERIAL_ESP_INDIGENA","IN_EDUCACAO_INDIGENA","TP_INDIGENA_LINGUA","CO_LINGUA_INDIGENA","IN_BRASIL_ALFABETIZADO","IN_FINAL_SEMANA","IN_MEDIACAO_SEMIPRESENCIAL","IN_ESPECIAL_EXCLUSIVA","IN_PROFISSIONALIZANTE","IN_COMUM_CRECHE","IN_COMUM_FUND_AF","IN_COMUM_MEDIO_MEDIO","IN_COMUM_MEDIO_INTEGRADO","IN_COMUM_MEDIO_NORMAL","IN_ESP_EXCLUSIVA_FUND_AF","IN_ESP_EXCLUSIVA_MEDIO_MEDIO","IN_ESP_EXCLUSIVA_MEDIO_INTEGR","IN_ESP_EXCLUSIVA_MEDIO_NORMAL","Endereço","Telefone","Dependência.Administrativa","Categoria.Escola.Privada","Regulamentação.pelo.Conselho.de.Educação","Latitude","Longitude"
"487",43172490,"EMEF PROF ANISIO TEIXEIRA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,18,1,1,107,1,1,1,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"RUA FRANCISCO MATTOS TERRES, 40 JARDIM URUBATA. HIPICA. 91755-070 Porto Alegre - RS.","(51) 32641540","Municipal","Não Informado","Sim",-30.1597943,-51.2003703
"488",43173195,"ESC EST ENS FUN MANE GARRINCHA CIEP ESPORTIVO",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,20,1,1,41,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"AV ERICO VERISSIMO 1255, 1255 MENINO DEUS. 90160-181 Porto Alegre - RS.","(51) 32321402","Estadual","Não Informado","Sim",-30.05606,-51.21747
"489",43173306,"ESC EST ENS MED CRISTOVAO COLOMBO",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,17,1,1,61,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"R REZENDE COSTA 805, 805 SARANDI. 91120-280 Porto Alegre - RS.","(51) 33645612","Estadual","Não Informado","Sim",-29.9832,-51.13164
"490",43173314,"ESC DE ENS FUND PROF ANA MARIA MONTEGGIA",1,"28/12/2018",4,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6,1,1,16,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"RUA ATILIO SUPERTTI, 571 VILA NOVA. 91750-200 Porto Alegre - RS.","(51) 32461439","Privada","Particular","Sim",-30.12082,-51.21264
"491",43173330,"COL JOAO PAULO I - UNIDADE SUL",1,"21/12/2018",4,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,28,1,1,134,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"TRAVESSA PEDRA REDONDA, 400 IPANEMA. 91760-630 Porto Alegre - RS.","(51) 32482699","Privada","Particular","Sim",-30.12594,-51.23891
"492",43173349,"COL CONHECER",1,"20/12/2018",4,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,12,1,1,42,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"RUA CORREA LIMA, 1554 SANTA TEREZA. 90850-250 Porto Alegre - RS.","(51) 32316969","Privada","Particular","Sim",-30.07106,-51.22832
"493",43173454,"EMEI NOVA GLEBA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,7,1,1,41,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R GUIDO ALBERTO WERLANG, 747 RUBEM BERTA. 91170-300 Porto Alegre - RS.","(51) 33674007","Municipal","Não Informado","Sim",-29.9975307,-51.0937142
"494",43173462,"EMEI PROTASIO ALVES",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,6,1,1,39,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R ARACY FROES, 210 JARDIM SABARA. 91210-230 Porto Alegre - RS.","(51) 33383510","Municipal","Não Informado","Sim",-30.0397045,-51.1443758
"495",43173470,"EMEI PADRE ANGELO COSTA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,6,1,0,33,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA PRIMEIRO DE MARCO, 300 VILA SAO JOSE. 91520-620 Porto Alegre - RS.","(51) 33183108","Municipal","Não Informado","Sim",-30.0661069,-51.1675247
"496",43173489,"EMEI JARDIM CAMAQUA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,4,1,1,25,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R JARDIM DAS BROMELIAS, 1 CAMAQUA. 91920-400 Porto Alegre - RS.","(51) 32414986","Municipal","Não Informado","Sim",-30.1114655,-51.2354843
"497",43173497,"EMEI DA VILA MAPA II",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,7,1,0,44,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA PEDRO GOLOMBIEWSKI, 100 LOMBA DO PINHEIRO. 91550-230 Porto Alegre - RS.","(51) 33191633","Municipal","Não Informado","Não",-30.0962696,-51.1346942
"498",43173500,"EMEI DA VILA NOVA SAO CARLOS",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,6,1,0,36,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"C ESTR JOAO DE OLIVEIRA REMIAO, 1 LOMBA DO PINHEIRO. 91560-695 Porto Alegre - RS.","(51) 33191146","Municipal","Não Informado","Sim",-30.1105581,-51.1107273
"499",43173519,"EMEI PARQUE DOS MAIAS II",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,6,1,1,36,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R AMAURI CAFRUNE, 149 RUBEM BERTA. 91170-075 Porto Alegre - RS.","(51) 33673816","Municipal","Não Informado","Sim",-30.0042507,-51.0947984
"500",43173527,"EMEI DOS MUNICIPARIOS TIO BARNABE",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,6,1,0,43,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R OTTO ERNST MEYER, 55 AZENHA. AZENHA. 90050-060 Porto Alegre - RS.","(51) 32274591","Municipal","Não Informado","Sim",-30.046615,-51.2158893
"501",43173535,"EMEI DR WALTER SILBER",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,7,1,0,32,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA FREI CLEMENTE, 150 VILA SAO JOSE. 91520-260 Porto Alegre - RS.","(51) 33361893","Municipal","Não Informado","Sim",-30.0708157,-51.1699917
"502",43173543,"EMEI DA VILA TRONCO",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,6,1,0,31,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AV MOAB CALDAS, 129 SANTA TEREZA. SANTA TEREZA. 90880-310 Porto Alegre - RS.","(51) 32669519","Municipal","Não Informado","Não",-30.0690042,-51.2158411
"503",43173551,"EMEI DA VILA DA PASCOA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,3,1,1,21,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R LORIS JOSE ISATTO, 0 VL SANTA ROSA. RUBEM BERTA. 91160-160 Porto Alegre - RS.","(51) 33673434","Municipal","Não Informado","Não",-29.9931756,-51.1055467
"504",43173560,"EMEI DA VILA NOVA RESTINGA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,10,1,1,50,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R ALVARO DIFINI, 480 RESTINGA. 91790-560 Porto Alegre - RS.","(51) 32501600","Municipal","Não Informado","Sim",-30.1487999,-51.1453061
"505",43173578,"EMEI FLORENCIA VURLOD SOCIAS",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,10,1,1,53,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R TEN ARIZOLY FAGUNDES, 250 ACESSO I S/N. RESTINGA. 91790-520 Porto Alegre - RS.","(51) 32501703","Municipal","Não Informado","Sim",-30.1529443,-51.1442629
"506",43173586,"EMEI DOM LUIZ DE NADAL",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,8,1,1,44,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R DR CARLOS NIEDERAUER HOFMEISTER, 808 RESTINGA. RESTINGA. 91790-020 Porto Alegre - RS.","(51) 32481410","Municipal","Não Informado","Não",-30.1504641,-51.1396179
"507",43173594,"EMEI VILA NOVA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,5,1,1,32,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R FERNANDO PESSOA, 350 VILA NOVA. 91750-340 Porto Alegre - RS.","(51) 32895853","Municipal","Não Informado","Não",-30.1264141,-51.2096157
"508",43173608,"EMEI MARIA MARQUES FERNANDES",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,6,1,0,39,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AV SANTO DIAS DA SILVA, 550 LOMBA DO PINHEIRO. 91550-500 Porto Alegre - RS.","(51) 33191208","Municipal","Não Informado","Sim",-30.0970967,-51.134001
"509",43173616,"EMEI DA VILA FLORESTA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,5,1,1,37,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R MONTE ALEGRE, 55 JARDIM FLORESTA. JARDIM FLORESTA. 91040-120 Porto Alegre - RS.","(51) 33622088","Municipal","Não Informado","Sim",-30.0033614,-51.1563905
"510",43173624,"EMEI DA VILA ELIZABETH",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,5,1,1,31,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R PAULO GOMES DE OLIVEIRA, 120 VILA ELIZABETH. SARANDI. 91120-570 Porto Alegre - RS.","(51) 33645013","Municipal","Não Informado","Não",-29.9804291,-51.1270635
"511",43173632,"EMEI VALE VERDE",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,5,1,1,36,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"BC FRANKLIN, 270 JARDIM SABARA. 91210-060 Porto Alegre - RS.","(51) 33862044","Municipal","Não Informado","Sim",-30.0405272,-51.1437566
"512",43173640,"EMEI UNIDOS DA PAINEIRA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,4,0,NA,23,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R TOBIAS BARRETO, 170 PARTENON. 90660-370 Porto Alegre - RS.","(51) 33156130","Municipal","Não Informado","Sim",-30.0604561,-51.1943738
"513",43173659,"EMEI MARIA HELENA CAVALHEIRO GUSMAO",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,5,1,1,41,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R SILVINO OLIVEIRA, 250 VILA NOVA. 91750-057 Porto Alegre - RS.","(51) 32464821","Municipal","Não Informado","Não",-30.1249057,-51.2194108
"514",43173667,"EMEI DA VILA MAX GEISS",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,6,1,1,37,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R ANTONIO FRANCISCO LISBOA, 400 RUBEM BERTA. RUBEM BERTA. 91180-040 Porto Alegre - RS.","(51) 33653448","Municipal","Não Informado","Sim",-30.0080468,-51.0964984
"515",43173675,"EMEI DO JARDIM SALOMONI",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,5,1,1,34,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R JOAQUIM DE CARVALHO, 325 VILA NOVA. VILA NOVA. 91740-840 Porto Alegre - RS.","(51) 32464712","Municipal","Não Informado","Sim",-30.1165695,-51.2202405
"516",43173683,"EMEI JARDIM BENTO GONCALVES",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,4,1,1,27,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R SARGENTO EXPED GERALDO SANTANA, 40 PARTENON. PARTENON. 91530-640 Porto Alegre - RS.","(51) 33156120","Municipal","Não Informado","Não",-30.069282,-51.1553747
"517",43173691,"EMEI ERICO VERISSIMO",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,9,1,1,53,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R MODESTO FRANCO, 100 PASSO DAS PEDRAS. 91230-100 Porto Alegre - RS.","(51) 33481408","Municipal","Não Informado","Sim",-30.0147778,-51.1276651
"518",43173705,"EMEI BAIRRO CAVALHADA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,4,1,1,29,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R CANELA, 180 CAVALHADA. CAVALHADA. 91740-190 Porto Alegre - RS.","(51) 32413604","Municipal","Não Informado","Sim",-30.0995309,-51.2293697
"519",43173713,"EMEF CAMPOS DO CRISTAL",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,14,1,1,66,1,1,1,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"BC IMPERIO, 75 VILA NOVA. 91787-415 Porto Alegre - RS.","(51) 32452077","Municipal","Não Informado","Sim",-30.1193126,-51.2005351
"520",43173721,"EMEF WENCESLAU FONTOURA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,28,1,1,102,1,1,1,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R IRMA INES FAVERO, 1 MARIO QUINTANA. 91250-095 Porto Alegre - RS.","(51) 32895847","Municipal","Não Informado","Sim",-30.0261595,-51.0993118
"521",43174590,"ESC DE ENS FUND DESENVOLVER",1,"21/12/2018",4,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,8,1,1,13,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"RUA DOUTOR MARIO TOTTA, 2396 TRISTEZA. 91920-130 Porto Alegre - RS.","(51) 32394690","Privada","Particular","Sim",-30.10819,-51.23714
"522",43175120,"EMEF VILA MONTE CRISTO",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,32,1,1,119,1,1,1,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"RUA CARLOS SUPERTI, 84 VILA NOVA. 91750-020 Porto Alegre - RS.","(51) 32464659","Municipal","Não Informado","Sim",-30.1222659,-51.2180076
"523",43175139,"EMEI PONTA GROSSA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,8,1,0,40,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ESTR RETIRO DA PONTA GROSSA, 3581 PONTA GROSSA. 91780-590 Porto Alegre - RS.","(51) 32464812","Municipal","Não Informado","Sim",-30.1850375,-51.2102608
"524",43175147,"EMEI HUMAITA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,5,1,1,33,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA DR CAIO BRANDAO DE MELLO, 1 HUMAITA. 90250-110 Porto Alegre - RS.","(51) 33744223","Municipal","Não Informado","Sim",-29.980443,-51.185406
"525",43175155,"EMEI DA VILA SANTA ROSA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,7,1,1,41,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AV DONARIO BRAGA, 1 VILA SANTA ROSA. RUBEM BERTA. 91160-360 Porto Alegre - RS.","(51) 33876499","Municipal","Não Informado","Não",-29.9964065,-51.1044867
"526",43175163,"EMEI ILHA DA PINTADA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,6,1,1,34,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R GARRUCHOS, 0 ARQUIPELAGO. 90090-080 Porto Alegre - RS.","(51) 32117542","Municipal","Não Informado","Não",-30.0167318,-51.2605022
"527",43177018,"EMEF MIGRANTES",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,11,1,1,53,1,1,1,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"AVENIDA SEVERO DULLIUS, 165 ANCHIETA. 90200-310 Porto Alegre - RS.","(51) 33711316","Municipal","Não Informado","Sim",-29.9869276,-51.1578436
"528",43177026,"EMEI DA VILA VALNERI ANTUNES",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,11,1,0,64,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AV MARTIM FELIX BERTA, 2353 VILA VALNERI ANTUNES. RUBEM BERTA. 91270-650 Porto Alegre - RS.","(51) 33876077","Municipal","Não Informado","Sim",-30.0307294,-51.1116257
"529",43177034,"EMEF MORRO DA CRUZ",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,28,1,1,92,1,1,1,0,0,0,0,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"RUA SANTA TERESA VILA SAO JOSE COMUNITARIA, 541 VILA SAO JOSE. 91520-713 Porto Alegre - RS.","(51) 33181668","Municipal","Não Informado","Sim",-30.0778233,-51.1607964
"530",43177042,"EMEF NEUSA GOULART BRIZOLA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,25,1,1,56,1,1,1,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R MONSENHOR RUBEN NEIS, 430 CAVALHADA. 91920-243 Porto Alegre - RS.","(51) 32469999","Municipal","Não Informado","Sim",-30.1171653,-51.2283722
"531",43177581,"EMEF CHICO MENDES",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,23,1,1,112,1,1,1,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R GENTIL AMANCIO CLEMENTE, 1 MORRO SANTANA. 91270-315 Porto Alegre - RS.","(51) 33876400","Municipal","Não Informado","Sim",-30.0316218,-51.1124857
"532",43178740,"COLEGIO MARISTA IPANEMA",1,"14/12/2018",4,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,37,1,1,135,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"AVENIDA CORONEL MARCOS, 1959 IPANEMA. 91760-000 Porto Alegre - RS.","(51) 30862200","Privada","Filantrópica","Sim",-30.1305,-51.23943
"533",43180728,"ESC EST ENS MED TOM JOBIM",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,35,0,NA,69,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"AV JACUI 00, 00 CRISTAL. 90810-150 Porto Alegre - RS.","(51) 32665172","Estadual","Não Informado","Sim",NA,NA
"534",43181112,"EMEI OSMAR DOS SANTOS FREITAS",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,7,1,1,42,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"BC UM RUA DONA OTILIA, 497 SANTA TEREZA. SANTA TEREZA. 90830-582 Porto Alegre - RS.","(51) 32666766","Municipal","Não Informado","Não",-30.0818356,-51.2263548
"535",43181139,"ESC ENS FUND SAO FRANCISCO - SANTA FE",1,"20/12/2018",4,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,13,1,1,25,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AVENIDA DELMAR ROCHA BARBOSA, 234 ESCOLA. RUBEM BERTA. 91180-490 Porto Alegre - RS.","(51) 33669652","Privada","Particular","Em Tramitação",NA,NA
"536",43181155,"EEF CRISTA DA BRASA",1,"14/12/2018",4,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,8,1,1,44,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"AVENIDA FLORIANOPOLIS, 359 AZENHA. 90880-460 Porto Alegre - RS.","(51) 34076796","Privada","Particular","Sim",-30.05633,-51.21377
"537",43181376,"EMEI PAULO FREIRE",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,10,1,1,45,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AV MERIDIONAL, 0 ESQUINA RUA TOBAGO. RESTINGA. 91790-070 Porto Alegre - RS.","(51) 32502430","Municipal","Não Informado","Sim",-30.1561227,-51.1377943
"538",43183018,"EMEF MARIO QUINTANA",1,"31/12/2018",4,1,NA,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,21,1,1,55,1,1,1,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R C VILA CASTELO, 1 RESTINGA. 91790-200 Porto Alegre - RS.","(51) 32505021","Municipal","Não Informado","Sim",-30.1536217,-51.1319332
"539",43183069,"5054 EEI CASA DA CRIANCA ALGODAO DOCE",1,"31/12/2018",4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,6,1,1,16,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R SAO MARCOS LOMBA DO PINHEIRO, 150 LOMBA DO PINHEIRO. 91570-380 Porto Alegre - RS.","(51) 30192458","Privada","Comunitária","Sim",-30.1179578,-51.0971373
